timestamp: -1410205020, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1401119418, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1401099156, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1401078887, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1401058592, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1401038311, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1401018055, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400997799, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400977544, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400957257, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400936982, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400916725, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400896466, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400876199, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400855916, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400835607, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400815335, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400795039, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400774734, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400754210, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400733873, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400713558, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400693222, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400672908, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400652618, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400632220, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400611847, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400591515, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400571212, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400550880, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400530556, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400510271, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400489987, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400469625, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400449338, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400429050, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400408666, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400388290, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400367975, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400347640, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400327255, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400306964, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400286677, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400266331, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400246023, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400225744, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400205465, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400185152, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400164852, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400144572, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400124304, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400104012, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400083714, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400063449, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400043190, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400022934, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1400002578, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1399982310, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1399962053, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1399941799, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1399921511, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1399901239, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1399880980, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1399860725, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1399840413, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1399820119, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1399799805, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398950448, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398930041, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398909740, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398889418, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398869148, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398848883, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398828625, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398808349, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398788029, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398767733, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398747323, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398727023, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398706735, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398686419, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398666107, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398645755, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398625421, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398605043, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398584725, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398564429, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398544125, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398523743, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398503457, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398483173, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398462839, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398442532, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398422250, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398401971, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398381615, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398361317, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398341028, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398320668, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398300245, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398279958, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398259617, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398239310, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398219025, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398198746, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398178468, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398158172, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398137897, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398117604, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398097323, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398077067, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398056807, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398036551, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1398016260, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397995986, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397975733, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397955450, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397935189, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397914833, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397894564, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397874306, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397854047, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397833774, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397813495, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397793153, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397772856, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397752563, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397732277, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397711951, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397691643, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397671365, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397651046, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397630668, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397610302, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397590009, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397569610, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397549320, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397529026, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397508726, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397488356, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397468058, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397447752, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397427382, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397407101, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397386820, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397366503, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397346131, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397325847, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397305568, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397285277, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397264916, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397244624, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397224343, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397203960, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397183676, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397163376, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1397143084, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
